iD	systemName	x	y	size	Owner String	Owner	Original Owner	Current Owner	Factories	World Type (Industrial)	World Type (Political)	SearchString1	SearchString2	Label	Fort 1 Count	Fort 1 Type	Fort 2 Count	Fort 2 Type	Fort 3 Count	Fort 3 Type	Fort 4 Count	Fort 4 Type	Fort 5 Count	Fort 5 Type	Fort String	Fort Supply	Training Center	RP
115	Ambergrist	83.482	-257.545	1,1,0	CC,St. Ives Commonality,Region 3	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
116	Ambrose	-226.176	427.523	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
117	Amiga	165.170	-84.574	1,1,0	FS,Crucis March,Markesan Operational Area,Achemar Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
118	Amity	-128.955	-30.813	1,1,0	FWL,Silver Hawks Coalition	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
119	Amminadav	-411.245	199.515	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
120	Ammon	624.274	213.175	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
121	Amu Darya	33.408	-338.234	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
122	An Ting	301.652	109.811	1,1,0	DC,Galedon Military District,Matsuida Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
123	Anaea	141.276	-115.621	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
124	Anaheim	299.331	-311.764	1,1,0	FS,Capellan March,Taygeta Operational Area,Warren PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
125	Anatolia	-432.787	276.444	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
126	Ancha	75.470	36.138	1,1,0	DC,Dieron Military District,Al Na'ir Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
127	Andalusia	391.342	-109.169	1,1,0	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
128	Andarmax	-3.375	-386.492	1,1,0	CC,Sian Commonality,Region 7	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
129	Andelys	455.043	-58.519	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
130	Andro	144.745	-173.000	1,1,0	FS,Capellan March,Kathil Operational Area,Kathil PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
131	Andurien	-41.335	-315.245	1,1,0	FWL,Duchy of Andurien,Major Capital	FWL	Free Worlds League	Free Worlds League	2	Minor Industrial	Regional Capital	Free Worlds LeagueMinor Industrial	Free Worlds LeagueRegional Capital	Regional Capital, Minor Industrial	1	Capital-3	1	Standard-2	0	None	0	None	0	None	1 Capital-3, 1 Standard-2	10	No Center	64
132	Anegasaki	-49.375	-216.713	1,1,0	FWL,Duchy of Oriente	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
133	Anembo	-288.729	314.793	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
134	Angell	-98.231	-84.059	1,1,0	FWL,Marik Commonwealth	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
135	Angelsey	124.219	-88.218	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
136	Angol	87.880	-38.822	1,1,0	FS,Draconis March,Robinson Operational Area,Kentares PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
137	Angra	390.616	-361.187	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
138	Anguilla	411.779	79.279	1,1,0	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
139	Anjin Muerto	586.511	-78.111	1,1,0	FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
140	Ankaa	74.697	-9.356	1,1,0	FS,Draconis March,Robinson Operational Area,Addicks PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
141	Ankolika	-217.169	-221.273	1,1,0	FWL,Principality of Regulus	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
142	Annapolis	164.654	130.745	1,1,0	DC,Benjamin Military District,Irurzun Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
143	Annunziata	-240.171	358.742	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
144	Annwyn	-297.183	71.295	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
145	Antallos	463.228	281.417	1,1,0	I	I	Independent	Independent		Other	Other	IndependentOther	IndependentOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
146	Antares	-124.891	297.734	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
147	Antias	-33.238	-385.416	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
148	Antietam	330.860	-137.026	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
149	Antipolo	-94.870	-268.848	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
150	Anywhere	-167.214	436.029	1,1,0	LC,Tamar Pact,Trellshire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
151	Aodh	-40.211	-195.324	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
152	Aomen	-18.813	-323.119	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
153	Aosia	112.622	-141.194	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
154	Apinzel	-447.893	113.685	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
155	Apolakkia	-116.375	340.389	1,1,0	LC,Tamar Pact,Trellshire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
156	Apollo	-129.641	432.458	1,1,0	LC,Tamar Pact,Trellshire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
157	Apostica	-59.712	155.306	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
158	Apriki	173.189	121.448	1,1,0	DC,Benjamin Military District,Irurzun Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
159	Apsalar	-121.355	562.115	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
160	Aquagea	-56.903	-402.982	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
161	Aquavita	-296.538	59.907	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
162	Aquileia	-88.444	-27.883	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
163	Arboris	43.158	-51.489	1,1,0	CC,Tikonov Commonality,Region 5	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
164	Arcadia	253.738	-88.601	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
165	Arcadia	-186.342	-8.057	1,1,0	LC,Protectorate of Donegal,Bolan Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
166	Arc-Royal	-170.389	226.576	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth	1	Minor Industrial	Other	Lyran CommonwealthMinor Industrial	Lyran CommonwealthOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
167	Arcturus	-78.068	174.436	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
168	Ardoz	46.260	245.780	1,1,0	DC,Rasalhague Military District,Rubigen Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
169	Ares	95.382	-173.994	1,1,0	CC,Capella Commonality,Region 4	CC	Capellan Confederation	Capellan Confederation	3	Major Industrial	Other	Capellan ConfederationMajor Industrial	Capellan ConfederationOther	Major Industrial	1	Capital-4	1	Standard-4	0	None	0	None	0	None	1 Capital-4, 1 Standard-4	10	No Center	40
170	Arganda	-154.824	36.138	1,1,0	LC,Protectorate of Donegal,Bolan Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
171	Argyle	255.384	-109.174	1,1,0	FS,Crucis March,Markesan Operational Area,New Avalon Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
172	Ariel	-115.773	-98.529	1,1,0	FWL,Marik Commonwealth	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
173	Aristotle	-183.568	65.091	1,1,0	LC,Protectorate of Donegal,Bolan Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
174	Arkab	77.285	200.800	1,1,0	DC,Benjamin Military District,Buckminster Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
175	Arlanda	-300.534	380.651	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
176	Arlington	212.736	99.733	1,1,0	DC,Galedon Military District,Matsuida Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
177	Arluna	-281.493	333.921	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
178	Armaxa	106.484	-205.806	1,1,0	CC,St. Ives Commonality,Region 2	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
179	Armington	420.819	-303.736	1,1,0	FS,Crucis March,Chirikof Operational Area,Kearny Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
180	Armstrong	-488.302	12.607	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
181	Arn	-29.949	-419.973	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
182	Arnaudville	583.659	36.658	1,1,0	FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
183	Arromanches	431.227	36.681	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
184	Artru	165.999	-469.811	1,1,0	AuC	AuC	Aurigan Coalition	Aurigan Coalition		Other	Other	Aurigan CoalitionOther	Aurigan CoalitionOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
185	Arundel	595.209	-121.347	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
186	As Samik	346.889	-286.690	1,1,0	FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
187	Ascella	20.928	74.397	1,1,0	DC,Dieron Military District,Al Na'ir Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
188	Asellus Australis	-100.013	-113.832	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
189	Asellus Borealis	-100.609	-118.192	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
190	Asgard	126.654	266.198	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
191	Ashburton	-263.453	-139.898	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
192	Ashio	73.565	66.743	1,1,0	DC,Dieron Military District,Ashio Prefecture,Minor Capital	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
193	Ashkum	111.924	-101.146	1,1,0	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
194	Ashley	164.386	-308.391	1,1,0	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
195	Aspropirgos	-119.143	-380.552	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
196	Asta	4.129	25.543	1,1,0	DC,Dieron Military District,Kessel Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
197	Asuncion	5.167	-101.640	1,1,0	FWL,Zion Province	FWL	Free Worlds League	Free Worlds League	1	Minor Industrial	Other	Free Worlds LeagueMinor Industrial	Free Worlds LeagueOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
198	Athenry	17.569	30.974	1,1,0	DC,Dieron Military District,Al Na'ir Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
199	Athna	-27.056	-354.266	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
200	Atlas	157.420	-244.069	1,1,0	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
201	Atocongo	-170.880	245.262	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
202	Atreus	-191.068	-163.776	1,1,0	FWL,Marik Commonwealth,Faction Capital	FWL	Free Worlds League	Free Worlds League	1	Minor Industrial	National Capital	Free Worlds LeagueMinor Industrial	Free Worlds LeagueNational Capital	National Capital, Minor Industrial	1	Capital-5	3	Standard-4	0	None	0	None	0	None	1 Capital-5, 3 Standard-4	14	No Center	104
203	Atreus Prime	227.712	-373.559	1,1,0	TC,Hyades Union	TC	Taurian Concordat	Taurian Concordat		Other	Other	Taurian ConcordatOther	Taurian ConcordatOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
204	Atria	-16.034	51.650	1,1,0	DC,Dieron Military District,Kessel Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
205	Atsugi	-201.110	-227.220	1,1,0	FWL,Principality of Regulus	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
